partida_id,selecao,data,adversario,atleta,nascimento,status_na_sumula,posicao,minutos,clube_detentor,elegivel,origem_do_status,janela_estimada,observacao
2023-09-12|argentina|bolivia,Argentina,2023-09-12,Bolivia,Alexander Barboza,1995-05-16,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|argentina|bolivia,Argentina,2023-09-12,Bolivia,Joaquin Correa,1994-08-13,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|argentina|bolivia,Argentina,2023-09-12,Bolivia,Alvaro Montoro,2007-04-17,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|argentina|bolivia,Bolivia,2023-09-12,Argentina,Sebastian Joffre,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Vitinho,1999-07-23,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Lucas Perri,1997-12-13,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Adryelson,1997-12-16,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Luiz Henrique,2001-01-02,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Igor Jesus,2001-01-01,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Alex Telles,1992-12-15,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|brasil|peru,Brasil,2023-09-12,Peru,Danilo Santos,2001-04-29,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|chile|colombia,Colombia,2023-09-12,Chile,Jordan Barrera,2006-04-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|equador|uruguai,Equador,2023-09-12,Uruguai,Cristhian Loor,2006-03-09,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|equador|uruguai,Equador,2023-09-12,Uruguai,Luis Segovia,1997-10-26,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|paraguai|venezuela,Paraguai,2023-09-12,Venezuela,Gatito Fernandez,1988-03-29,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|paraguai|venezuela,Paraguai,2023-09-12,Venezuela,Oscar Romero,1997-07-04,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|equador|uruguai,Uruguai,2023-09-12,Equador,Santi Rodriguez,2000-01-08,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|equador|uruguai,Uruguai,2023-09-12,Equador,Mateo Ponte,2003-05-24,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|equador|uruguai,Uruguai,2023-09-12,Equador,Diego Hernandez,2000-06-22,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-09-12|equador|uruguai,Uruguai,2023-09-12,Equador,Damian Suarez,1988-04-27,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|equador|uruguai,Uruguai,2023-09-12,Equador,Mastriani,1993-04-28,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|paraguai|venezuela,Venezuela,2023-09-12,Paraguai,Jefferson Savarino,1996-11-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-09-12|paraguai|venezuela,Venezuela,2023-09-12,Paraguai,Nahuel Ferraresi,1998-11-19,,,,,NAO ELEGIVEL - fora da janela de registro,,N,mantido para descarte documentado
2023-10-12|argentina|paraguai,Argentina,2023-10-12,Paraguai,Thiago Almada,1997-04-26,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|argentina|paraguai,Argentina,2023-10-12,Paraguai,Alexander Barboza,1995-05-16,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|argentina|paraguai,Argentina,2023-10-12,Paraguai,Joaquin Correa,1994-08-13,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|argentina|paraguai,Argentina,2023-10-12,Paraguai,Alvaro Montoro,2007-04-17,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|bolivia|equador,Bolivia,2023-10-12,Equador,Sebastian Joffre,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Vitinho,1999-07-23,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Lucas Perri,1997-12-13,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Adryelson,1997-12-16,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Luiz Henrique,2001-01-02,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Igor Jesus,2001-01-01,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Alex Telles,1992-12-15,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Brasil,2023-10-12,Venezuela,Danilo Santos,2001-04-29,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|colombia|uruguai,Colombia,2023-10-12,Uruguai,Jordan Barrera,2006-04-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|bolivia|equador,Equador,2023-10-12,Bolivia,Cristhian Loor,2006-03-09,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|bolivia|equador,Equador,2023-10-12,Bolivia,Luis Segovia,1997-10-26,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|argentina|paraguai,Paraguai,2023-10-12,Argentina,Gatito Fernandez,1988-03-29,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|argentina|paraguai,Paraguai,2023-10-12,Argentina,Oscar Romero,1997-07-04,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|colombia|uruguai,Uruguai,2023-10-12,Colombia,Santi Rodriguez,2000-01-08,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|colombia|uruguai,Uruguai,2023-10-12,Colombia,Mateo Ponte,2003-05-24,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|colombia|uruguai,Uruguai,2023-10-12,Colombia,Diego Hernandez,2000-06-22,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-12|colombia|uruguai,Uruguai,2023-10-12,Colombia,Damian Suarez,1988-04-27,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|colombia|uruguai,Uruguai,2023-10-12,Colombia,Mastriani,1993-04-28,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Venezuela,2023-10-12,Brasil,Jefferson Savarino,1996-11-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-12|brasil|venezuela,Venezuela,2023-10-12,Brasil,Nahuel Ferraresi,1998-11-19,,,,,NAO ELEGIVEL - fora da janela de registro,,N,mantido para descarte documentado
2023-10-17|argentina|peru,Argentina,2023-10-17,Peru,Thiago Almada,1997-04-26,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|argentina|peru,Argentina,2023-10-17,Peru,Alexander Barboza,1995-05-16,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|argentina|peru,Argentina,2023-10-17,Peru,Joaquin Correa,1994-08-13,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|argentina|peru,Argentina,2023-10-17,Peru,Alvaro Montoro,2007-04-17,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|bolivia|paraguai,Bolivia,2023-10-17,Paraguai,Sebastian Joffre,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Vitinho,1999-07-23,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Lucas Perri,1997-12-13,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Adryelson,1997-12-16,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Luiz Henrique,2001-01-02,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Igor Jesus,2001-01-01,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Alex Telles,1992-12-15,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Brasil,2023-10-17,Uruguai,Danilo Santos,2001-04-29,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|colombia|equador,Colombia,2023-10-17,Equador,Jordan Barrera,2006-04-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|colombia|equador,Equador,2023-10-17,Colombia,Cristhian Loor,2006-03-09,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|colombia|equador,Equador,2023-10-17,Colombia,Luis Segovia,1997-10-26,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|bolivia|paraguai,Paraguai,2023-10-17,Bolivia,Gatito Fernandez,1988-03-29,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|bolivia|paraguai,Paraguai,2023-10-17,Bolivia,Oscar Romero,1997-07-04,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Uruguai,2023-10-17,Brasil,Santi Rodriguez,2000-01-08,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Uruguai,2023-10-17,Brasil,Mateo Ponte,2003-05-24,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|brasil|uruguai,Uruguai,2023-10-17,Brasil,Diego Hernandez,2000-06-22,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-10-17|brasil|uruguai,Uruguai,2023-10-17,Brasil,Damian Suarez,1988-04-27,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|brasil|uruguai,Uruguai,2023-10-17,Brasil,Mastriani,1993-04-28,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|chile|venezuela,Venezuela,2023-10-17,Chile,Jefferson Savarino,1996-11-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-10-17|chile|venezuela,Venezuela,2023-10-17,Chile,Nahuel Ferraresi,1998-11-19,,,,,NAO ELEGIVEL - fora da janela de registro,,N,mantido para descarte documentado
2023-11-16|angola|cape verde,Angola,2023-11-16,Cape Verde,Bastos,1991-11-23,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|argentina|uruguai,Argentina,2023-11-16,Uruguai,Thiago Almada,1997-04-26,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Argentina,2023-11-16,Uruguai,Alexander Barboza,1995-05-16,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Argentina,2023-11-16,Uruguai,Joaquin Correa,1994-08-13,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Argentina,2023-11-16,Uruguai,Alvaro Montoro,2007-04-17,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|bolivia|peru,Bolivia,2023-11-16,Peru,Sebastian Joffre,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Vitinho,1999-07-23,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Lucas Perri,1997-12-13,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Adryelson,1997-12-16,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Luiz Henrique,2001-01-02,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Igor Jesus,2001-01-01,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Alex Telles,1992-12-15,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|brasil|colombia,Brasil,2023-11-16,Colombia,Danilo Santos,2001-04-29,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|brasil|colombia,Colombia,2023-11-16,Brasil,Jordan Barrera,2006-04-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|equador|venezuela,Equador,2023-11-16,Venezuela,Cristhian Loor,2006-03-09,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|equador|venezuela,Equador,2023-11-16,Venezuela,Luis Segovia,1997-10-26,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|chile|paraguai,Paraguai,2023-11-16,Chile,Gatito Fernandez,1988-03-29,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|chile|paraguai,Paraguai,2023-11-16,Chile,Oscar Romero,1997-07-04,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Uruguai,2023-11-16,Argentina,Santi Rodriguez,2000-01-08,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Uruguai,2023-11-16,Argentina,Mateo Ponte,2003-05-24,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|argentina|uruguai,Uruguai,2023-11-16,Argentina,Diego Hernandez,2000-06-22,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-16|argentina|uruguai,Uruguai,2023-11-16,Argentina,Damian Suarez,1988-04-27,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|argentina|uruguai,Uruguai,2023-11-16,Argentina,Mastriani,1993-04-28,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|equador|venezuela,Venezuela,2023-11-16,Equador,Jefferson Savarino,1996-11-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-16|equador|venezuela,Venezuela,2023-11-16,Equador,Nahuel Ferraresi,1998-11-19,,,,,NAO ELEGIVEL - fora da janela de registro,,N,mantido para descarte documentado
2023-11-21|angola|mauritius,Angola,2023-11-21,Mauritius,Bastos,1991-11-23,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|argentina|brasil,Argentina,2023-11-21,Brasil,Thiago Almada,1997-04-26,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Argentina,2023-11-21,Brasil,Alexander Barboza,1995-05-16,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Argentina,2023-11-21,Brasil,Joaquin Correa,1994-08-13,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Argentina,2023-11-21,Brasil,Alvaro Montoro,2007-04-17,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|bolivia|uruguai,Bolivia,2023-11-21,Uruguai,Sebastian Joffre,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Vitinho,1999-07-23,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Lucas Perri,1997-12-13,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Adryelson,1997-12-16,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Luiz Henrique,2001-01-02,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Igor Jesus,2001-01-01,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Alex Telles,1992-12-15,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|argentina|brasil,Brasil,2023-11-21,Argentina,Danilo Santos,2001-04-29,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|colombia|paraguai,Colombia,2023-11-21,Paraguai,Jordan Barrera,2006-04-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|chile|equador,Equador,2023-11-21,Chile,Cristhian Loor,2006-03-09,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|chile|equador,Equador,2023-11-21,Chile,Luis Segovia,1997-10-26,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|colombia|paraguai,Paraguai,2023-11-21,Colombia,Gatito Fernandez,1988-03-29,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|colombia|paraguai,Paraguai,2023-11-21,Colombia,Oscar Romero,1997-07-04,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|bolivia|uruguai,Uruguai,2023-11-21,Bolivia,Santi Rodriguez,2000-01-08,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|bolivia|uruguai,Uruguai,2023-11-21,Bolivia,Mateo Ponte,2003-05-24,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|bolivia|uruguai,Uruguai,2023-11-21,Bolivia,Diego Hernandez,2000-06-22,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2023-11-21|bolivia|uruguai,Uruguai,2023-11-21,Bolivia,Damian Suarez,1988-04-27,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|bolivia|uruguai,Uruguai,2023-11-21,Bolivia,Mastriani,1993-04-28,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|peru|venezuela,Venezuela,2023-11-21,Peru,Jefferson Savarino,1996-11-11,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2023-11-21|peru|venezuela,Venezuela,2023-11-21,Peru,Nahuel Ferraresi,1998-11-19,,,,,NAO ELEGIVEL - fora da janela de registro,,N,mantido para descarte documentado
2024-06-05|montserrat|nicaragua,Nicaragua,2024-06-05,Montserrat,Jacob Montes,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2024-06-05|grenada|trinidad e tobago,Trinidad e Tobago,2024-06-05,Grenada,Darius Lewis,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2024-06-06|guyana|panama,Panama,2024-06-06,Guyana,Kadir Barria,2007-07-18,,,,,NAO ELEGIVEL - fora da janela de registro,,S,mantido para descarte documentado
2024-06-07|angola|eswatini,Angola,2024-06-07,Eswatini,Bastos,1991-11-23,,,,,PENDENTE - falta confirmar relação na súmula,,S,janela ESTIMADA (imprensa) — confirmar no TMS
2024-06-08|belize|nicaragua,Nicaragua,2024-06-08,Belize,Jacob Montes,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
2024-06-08|bahamas|trinidad e tobago,Trinidad e Tobago,2024-06-08,Bahamas,Darius Lewis,,,,,,CONFERIR - atleta sem janela de registro,,N,vínculo/janela não confirmados no TMS
